id,index_key,level,scope,snap_date,value,components,note
344,heat,stock,HK00700,2026-06-30,73.28,"{""volatility_pct"": 83.28, ""momentum_pct"": 79.83, ""amount_pct"": 73.28}",
345,fear,stock,HK09988,2026-06-30,68.52,"{""volatility_pct"": 54.93, ""momentum_pct"": 17.9, ""amount_pct"": 61.72}",
346,greed,stock,HK09988,2026-06-30,39.81,"{""volatility_pct"": 54.93, ""momentum_pct"": 17.9, ""amount_pct"": 61.72}",
347,heat,stock,HK09988,2026-06-30,61.72,"{""volatility_pct"": 54.93, ""momentum_pct"": 17.9, ""amount_pct"": 61.72}",
348,fear,stock,510300,2026-06-30,56.64,"{""volatility_pct"": 89.72, ""momentum_pct"": 76.44, ""amount_pct"": 99.74, ""margin_buy"": {""raw"": 160224251.0, ""pct"": null}}",
349,greed,stock,510300,2026-06-30,88.09,"{""volatility_pct"": 89.72, ""momentum_pct"": 76.44, ""amount_pct"": 99.74, ""margin_buy"": {""raw"": 160224251.0, ""pct"": null}}",
350,heat,stock,510300,2026-06-30,99.74,"{""volatility_pct"": 89.72, ""momentum_pct"": 76.44, ""amount_pct"": 99.74, ""margin_buy"": {""raw"": 160224251.0, ""pct"": null}}",
351,fear,stock,510500,2026-06-30,47.46,"{""volatility_pct"": 88.05, ""momentum_pct"": 93.13, ""amount_pct"": 65.23, ""margin_buy"": {""raw"": 145163655.0, ""pct"": null}}",
352,greed,stock,510500,2026-06-30,79.18,"{""volatility_pct"": 88.05, ""momentum_pct"": 93.13, ""amount_pct"": 65.23, ""margin_buy"": {""raw"": 145163655.0, ""pct"": null}}",
353,heat,stock,510500,2026-06-30,65.23,"{""volatility_pct"": 88.05, ""momentum_pct"": 93.13, ""amount_pct"": 65.23, ""margin_buy"": {""raw"": 145163655.0, ""pct"": null}}",
354,fear,stock,002594,2026-06-30,71.74,"{""volatility_pct"": 43.26, ""momentum_pct"": 7.36, ""amount_pct"": 34.68, ""pe_pct"": 19.97, ""pb_pct"": 28.96}",
355,greed,stock,002594,2026-06-30,22.74,"{""volatility_pct"": 43.26, ""momentum_pct"": 7.36, ""amount_pct"": 34.68, ""pe_pct"": 19.97, ""pb_pct"": 28.96}",
356,heat,stock,002594,2026-06-30,34.68,"{""volatility_pct"": 43.26, ""momentum_pct"": 7.36, ""amount_pct"": 34.68, ""pe_pct"": 19.97, ""pb_pct"": 28.96}",
357,fear,stock,002714,2026-06-30,57.27,"{""volatility_pct"": 76.98, ""momentum_pct"": 89.35, ""amount_pct"": 90.38, ""pe_pct"": 58.03, ""pb_pct"": 0.51}",
358,greed,stock,002714,2026-06-30,59.57,"{""volatility_pct"": 76.98, ""momentum_pct"": 89.35, ""amount_pct"": 90.38, ""pe_pct"": 58.03, ""pb_pct"": 0.51}",
359,heat,stock,002714,2026-06-30,90.38,"{""volatility_pct"": 76.98, ""momentum_pct"": 89.35, ""amount_pct"": 90.38, ""pe_pct"": 58.03, ""pb_pct"": 0.51}",
360,fear,stock,003816,2026-06-30,54.89,"{""volatility_pct"": 71.82, ""momentum_pct"": 8.35, ""amount_pct"": 60.57, ""pe_pct"": 86.63, ""pb_pct"": 57.3}",
361,greed,stock,003816,2026-06-30,53.21,"{""volatility_pct"": 71.82, ""momentum_pct"": 8.35, ""amount_pct"": 60.57, ""pe_pct"": 86.63, ""pb_pct"": 57.3}",
362,heat,stock,003816,2026-06-30,60.57,"{""volatility_pct"": 71.82, ""momentum_pct"": 8.35, ""amount_pct"": 60.57, ""pe_pct"": 86.63, ""pb_pct"": 57.3}",
363,fear,stock,562500,2026-06-30,61.58,"{""volatility_pct"": 84.78, ""momentum_pct"": 61.63, ""amount_pct"": 83.69, ""margin_buy"": {""raw"": 48242679.0, ""pct"": null}}",
364,greed,stock,562500,2026-06-30,72.66,"{""volatility_pct"": 84.78, ""momentum_pct"": 61.63, ""amount_pct"": 83.69, ""margin_buy"": {""raw"": 48242679.0, ""pct"": null}}",
365,heat,stock,562500,2026-06-30,83.69,"{""volatility_pct"": 84.78, ""momentum_pct"": 61.63, ""amount_pct"": 83.69, ""margin_buy"": {""raw"": 48242679.0, ""pct"": null}}",
366,fear,stock,601919,2026-06-30,58.79,"{""volatility_pct"": 31.77, ""momentum_pct"": 32.69, ""amount_pct"": 30.67, ""margin_buy"": {""raw"": 71226890.0, ""pct"": null}, ""pe_pct"": 51.74, ""pb_pct"": 12.17}",
367,greed,stock,601919,2026-06-30,31.82,"{""volatility_pct"": 31.77, ""momentum_pct"": 32.69, ""amount_pct"": 30.67, ""margin_buy"": {""raw"": 71226890.0, ""pct"": null}, ""pe_pct"": 51.74, ""pb_pct"": 12.17}",
368,heat,stock,601919,2026-06-30,30.67,"{""volatility_pct"": 31.77, ""momentum_pct"": 32.69, ""amount_pct"": 30.67, ""margin_buy"": {""raw"": 71226890.0, ""pct"": null}, ""pe_pct"": 51.74, ""pb_pct"": 12.17}",
369,fear,stock,515450,2026-06-30,67.69,"{""volatility_pct"": 40.51, ""momentum_pct"": 5.14, ""amount_pct"": 89.8, ""margin_buy"": {""raw"": 12246907.0, ""pct"": null}}",
370,greed,stock,515450,2026-06-30,47.47,"{""volatility_pct"": 40.51, ""momentum_pct"": 5.14, ""amount_pct"": 89.8, ""margin_buy"": {""raw"": 12246907.0, ""pct"": null}}",
371,heat,stock,515450,2026-06-30,89.8,"{""volatility_pct"": 40.51, ""momentum_pct"": 5.14, ""amount_pct"": 89.8, ""margin_buy"": {""raw"": 12246907.0, ""pct"": null}}",
372,fear,stock,588870,2026-06-30,44.08,"{""volatility_pct"": 87.11, ""momentum_pct"": 98.96, ""amount_pct"": 80.56}",
373,greed,stock,588870,2026-06-30,89.76,"{""volatility_pct"": 87.11, ""momentum_pct"": 98.96, ""amount_pct"": 80.56}",
374,heat,stock,588870,2026-06-30,80.56,"{""volatility_pct"": 87.11, ""momentum_pct"": 98.96, ""amount_pct"": 80.56}",
375,fear,stock,000725,2026-06-30,49.42,"{""volatility_pct"": 98.63, ""momentum_pct"": 99.79, ""amount_pct"": 99.96}",
376,greed,stock,000725,2026-06-30,99.88,"{""volatility_pct"": 98.63, ""momentum_pct"": 99.79, ""amount_pct"": 99.96}",
377,heat,stock,000725,2026-06-30,99.96,"{""volatility_pct"": 98.63, ""momentum_pct"": 99.79, ""amount_pct"": 99.96}",
378,fear,stock,601899,2026-06-30,53.98,"{""volatility_pct"": 98.79, ""momentum_pct"": 5.88, ""amount_pct"": 88.57, ""margin_buy"": {""raw"": 637741708.0, ""pct"": null}, ""pe_pct"": 93.9, ""pb_pct"": 83.1}",
379,greed,stock,601899,2026-06-30,67.86,"{""volatility_pct"": 98.79, ""momentum_pct"": 5.88, ""amount_pct"": 88.57, ""margin_buy"": {""raw"": 637741708.0, ""pct"": null}, ""pe_pct"": 93.9, ""pb_pct"": 83.1}",
380,heat,stock,601899,2026-06-30,88.57,"{""volatility_pct"": 98.79, ""momentum_pct"": 5.88, ""amount_pct"": 88.57, ""margin_buy"": {""raw"": 637741708.0, ""pct"": null}, ""pe_pct"": 93.9, ""pb_pct"": 83.1}",
381,fear,stock,600900,2026-06-30,67.06,"{""volatility_pct"": 55.08, ""momentum_pct"": 20.95, ""amount_pct"": 83.43, ""margin_buy"": {""raw"": 197734138.0, ""pct"": null}}",
382,greed,stock,600900,2026-06-30,52.19,"{""volatility_pct"": 55.08, ""momentum_pct"": 20.95, ""amount_pct"": 83.43, ""margin_buy"": {""raw"": 197734138.0, ""pct"": null}}",
383,heat,stock,600900,2026-06-30,83.43,"{""volatility_pct"": 55.08, ""momentum_pct"": 20.95, ""amount_pct"": 83.43, ""margin_buy"": {""raw"": 197734138.0, ""pct"": null}}",
384,fear,stock,000625,2026-06-30,37.02,"{""volatility_pct"": 47.0, ""momentum_pct"": 41.74, ""amount_pct"": 18.8, ""pe_pct"": 78.4, ""pb_pct"": 78.8}",
385,greed,stock,000625,2026-06-30,54.44,"{""volatility_pct"": 47.0, ""momentum_pct"": 41.74, ""amount_pct"": 18.8, ""pe_pct"": 78.4, ""pb_pct"": 78.8}",
386,heat,stock,000625,2026-06-30,18.8,"{""volatility_pct"": 47.0, ""momentum_pct"": 41.74, ""amount_pct"": 18.8, ""pe_pct"": 78.4, ""pb_pct"": 78.8}",
387,fear,stock,600886,2026-06-30,63.48,"{""volatility_pct"": 39.43, ""momentum_pct"": 47.33, ""amount_pct"": 69.57, ""margin_buy"": {""raw"": 20156899.0, ""pct"": null}, ""pe_pct"": 22.1, ""pb_pct"": 16.1}",
388,greed,stock,600886,2026-06-30,38.77,"{""volatility_pct"": 39.43, ""momentum_pct"": 47.33, ""amount_pct"": 69.57, ""margin_buy"": {""raw"": 20156899.0, ""pct"": null}, ""pe_pct"": 22.1, ""pb_pct"": 16.1}",
389,heat,stock,600886,2026-06-30,69.57,"{""volatility_pct"": 39.43, ""momentum_pct"": 47.33, ""amount_pct"": 69.57, ""margin_buy"": {""raw"": 20156899.0, ""pct"": null}, ""pe_pct"": 22.1, ""pb_pct"": 16.1}",
390,fear,stock,002236,2026-06-30,30.88,"{""volatility_pct"": 40.92, ""momentum_pct"": 79.15, ""amount_pct"": 60.4}",
391,greed,stock,002236,2026-06-30,69.78,"{""volatility_pct"": 40.92, ""momentum_pct"": 79.15, ""amount_pct"": 60.4}",
392,heat,stock,002236,2026-06-30,60.4,"{""volatility_pct"": 40.92, ""momentum_pct"": 79.15, ""amount_pct"": 60.4}",
393,fear,stock,000333,2026-06-30,63.56,"{""volatility_pct"": 45.84, ""momentum_pct"": 18.71, ""amount_pct"": 97.01}",
394,greed,stock,000333,2026-06-30,57.86,"{""volatility_pct"": 45.84, ""momentum_pct"": 18.71, ""amount_pct"": 97.01}",
395,heat,stock,000333,2026-06-30,97.01,"{""volatility_pct"": 45.84, ""momentum_pct"": 18.71, ""amount_pct"": 97.01}",
396,fear,stock,002027,2026-06-30,37.93,"{""volatility_pct"": 15.7, ""momentum_pct"": 39.84, ""amount_pct"": 61.14}",
397,greed,stock,002027,2026-06-30,50.49,"{""volatility_pct"": 15.7, ""momentum_pct"": 39.84, ""amount_pct"": 61.14}",
398,heat,stock,002027,2026-06-30,61.14,"{""volatility_pct"": 15.7, ""momentum_pct"": 39.84, ""amount_pct"": 61.14}",
399,fear,stock,002371,2026-06-30,22.98,"{""volatility_pct"": 44.59, ""momentum_pct"": 98.64, ""amount_pct"": 99.55}",
400,greed,stock,002371,2026-06-30,99.09,"{""volatility_pct"": 44.59, ""momentum_pct"": 98.64, ""amount_pct"": 99.55}",
401,heat,stock,002371,2026-06-30,99.55,"{""volatility_pct"": 44.59, ""momentum_pct"": 98.64, ""amount_pct"": 99.55}",
402,fear,stock,300059,2026-06-30,82.56,"{""volatility_pct"": 93.63, ""momentum_pct"": 28.5, ""amount_pct"": 79.07}",
403,greed,stock,300059,2026-06-30,53.78,"{""volatility_pct"": 93.63, ""momentum_pct"": 28.5, ""amount_pct"": 79.07}",
404,heat,stock,300059,2026-06-30,79.07,"{""volatility_pct"": 93.63, ""momentum_pct"": 28.5, ""amount_pct"": 79.07}",
405,fear,stock,002475,2026-06-30,66.58,"{""volatility_pct"": 98.88, ""momentum_pct"": 58.51, ""amount_pct"": 98.24, ""pe_pct"": 22.63, ""pb_pct"": 51.43}",
406,greed,stock,002475,2026-06-30,57.7,"{""volatility_pct"": 98.88, ""momentum_pct"": 58.51, ""amount_pct"": 98.24, ""pe_pct"": 22.63, ""pb_pct"": 51.43}",
407,heat,stock,002475,2026-06-30,98.24,"{""volatility_pct"": 98.88, ""momentum_pct"": 58.51, ""amount_pct"": 98.24, ""pe_pct"": 22.63, ""pb_pct"": 51.43}",
408,fear,stock,300502,2026-06-30,50.0,"{""volatility_pct"": 79.73, ""momentum_pct"": 79.73, ""amount_pct"": 99.47}",
409,greed,stock,300502,2026-06-30,89.6,"{""volatility_pct"": 79.73, ""momentum_pct"": 79.73, ""amount_pct"": 99.47}",
410,heat,stock,300502,2026-06-30,99.47,"{""volatility_pct"": 79.73, ""momentum_pct"": 79.73, ""amount_pct"": 99.47}",
411,fear,stock,300308,2026-06-30,71.51,"{""volatility_pct"": 74.06, ""momentum_pct"": 31.04, ""amount_pct"": 98.89}",
412,greed,stock,300308,2026-06-30,64.97,"{""volatility_pct"": 74.06, ""momentum_pct"": 31.04, ""amount_pct"": 98.89}",
413,heat,stock,300308,2026-06-30,98.89,"{""volatility_pct"": 74.06, ""momentum_pct"": 31.04, ""amount_pct"": 98.89}",
414,fear,stock,300750,2026-06-30,56.68,"{""volatility_pct"": 62.74, ""momentum_pct"": 49.38, ""amount_pct"": 83.99}",
415,greed,stock,300750,2026-06-30,66.69,"{""volatility_pct"": 62.74, ""momentum_pct"": 49.38, ""amount_pct"": 83.99}",
416,heat,stock,300750,2026-06-30,83.99,"{""volatility_pct"": 62.74, ""momentum_pct"": 49.38, ""amount_pct"": 83.99}",
417,fear,stock,600030,2026-06-30,60.94,"{""volatility_pct"": 90.59, ""momentum_pct"": 68.72, ""amount_pct"": 92.3, ""margin_buy"": {""raw"": 567884691.0, ""pct"": null}}",
418,greed,stock,600030,2026-06-30,80.51,"{""volatility_pct"": 90.59, ""momentum_pct"": 68.72, ""amount_pct"": 92.3, ""margin_buy"": {""raw"": 567884691.0, ""pct"": null}}",
419,heat,stock,600030,2026-06-30,92.3,"{""volatility_pct"": 90.59, ""momentum_pct"": 68.72, ""amount_pct"": 92.3, ""margin_buy"": {""raw"": 567884691.0, ""pct"": null}}",
420,fear,stock,300760,2026-06-30,63.34,"{""volatility_pct"": 55.0, ""momentum_pct"": 28.33, ""amount_pct"": 51.31}",
421,greed,stock,300760,2026-06-30,39.82,"{""volatility_pct"": 55.0, ""momentum_pct"": 28.33, ""amount_pct"": 51.31}",
422,heat,stock,300760,2026-06-30,51.31,"{""volatility_pct"": 55.0, ""momentum_pct"": 28.33, ""amount_pct"": 51.31}",
423,fear,stock,600276,2026-06-30,27.97,"{""volatility_pct"": 80.39, ""momentum_pct"": 91.32, ""amount_pct"": 97.91, ""margin_buy"": {""raw"": 692248536.0, ""pct"": null}, ""pe_pct"": 88.7, ""pb_pct"": 88.5}",
424,greed,stock,600276,2026-06-30,91.61,"{""volatility_pct"": 80.39, ""momentum_pct"": 91.32, ""amount_pct"": 97.91, ""margin_buy"": {""raw"": 692248536.0, ""pct"": null}, ""pe_pct"": 88.7, ""pb_pct"": 88.5}",
425,heat,stock,600276,2026-06-30,97.91,"{""volatility_pct"": 80.39, ""momentum_pct"": 91.32, ""amount_pct"": 97.91, ""margin_buy"": {""raw"": 692248536.0, ""pct"": null}, ""pe_pct"": 88.7, ""pb_pct"": 88.5}",
426,fear,stock,600309,2026-06-30,95.42,"{""volatility_pct"": 97.54, ""momentum_pct"": 6.7, ""amount_pct"": 97.09, ""margin_buy"": {""raw"": 167167199.0, ""pct"": null}}",
427,greed,stock,600309,2026-06-30,51.9,"{""volatility_pct"": 97.54, ""momentum_pct"": 6.7, ""amount_pct"": 97.09, ""margin_buy"": {""raw"": 167167199.0, ""pct"": null}}",
428,heat,stock,600309,2026-06-30,97.09,"{""volatility_pct"": 97.54, ""momentum_pct"": 6.7, ""amount_pct"": 97.09, ""margin_buy"": {""raw"": 167167199.0, ""pct"": null}}",
429,fear,stock,600760,2026-06-30,53.93,"{""volatility_pct"": 64.4, ""momentum_pct"": 56.54, ""amount_pct"": 54.34, ""margin_buy"": {""raw"": 86682425.0, ""pct"": null}}",
430,greed,stock,600760,2026-06-30,55.44,"{""volatility_pct"": 64.4, ""momentum_pct"": 56.54, ""amount_pct"": 54.34, ""margin_buy"": {""raw"": 86682425.0, ""pct"": null}}",
431,heat,stock,600760,2026-06-30,54.34,"{""volatility_pct"": 64.4, ""momentum_pct"": 56.54, ""amount_pct"": 54.34, ""margin_buy"": {""raw"": 86682425.0, ""pct"": null}}",
432,fear,stock,600887,2026-06-30,52.72,"{""volatility_pct"": 33.76, ""momentum_pct"": 28.33, ""amount_pct"": 66.54, ""margin_buy"": {""raw"": 97537396.0, ""pct"": null}}",
433,greed,stock,600887,2026-06-30,47.44,"{""volatility_pct"": 33.76, ""momentum_pct"": 28.33, ""amount_pct"": 66.54, ""margin_buy"": {""raw"": 97537396.0, ""pct"": null}}",
434,heat,stock,600887,2026-06-30,66.54,"{""volatility_pct"": 33.76, ""momentum_pct"": 28.33, ""amount_pct"": 66.54, ""margin_buy"": {""raw"": 97537396.0, ""pct"": null}}",
435,fear,stock,600941,2026-06-30,32.06,"{""volatility_pct"": 23.36, ""momentum_pct"": 5.7, ""amount_pct"": 31.96, ""margin_buy"": {""raw"": 45346890.0, ""pct"": null}, ""pe_pct"": 97.9, ""pb_pct"": 91.5}",
436,greed,stock,600941,2026-06-30,56.77,"{""volatility_pct"": 23.36, ""momentum_pct"": 5.7, ""amount_pct"": 31.96, ""margin_buy"": {""raw"": 45346890.0, ""pct"": null}, ""pe_pct"": 97.9, ""pb_pct"": 91.5}",
437,heat,stock,600941,2026-06-30,31.96,"{""volatility_pct"": 23.36, ""momentum_pct"": 5.7, ""amount_pct"": 31.96, ""margin_buy"": {""raw"": 45346890.0, ""pct"": null}, ""pe_pct"": 97.9, ""pb_pct"": 91.5}",
438,fear,stock,601012,2026-06-30,49.48,"{""volatility_pct"": 81.06, ""momentum_pct"": 82.11, ""amount_pct"": 35.34, ""margin_buy"": {""raw"": 130993513.0, ""pct"": null}}",
439,greed,stock,601012,2026-06-30,58.73,"{""volatility_pct"": 81.06, ""momentum_pct"": 82.11, ""amount_pct"": 35.34, ""margin_buy"": {""raw"": 130993513.0, ""pct"": null}}",
440,heat,stock,601012,2026-06-30,35.34,"{""volatility_pct"": 81.06, ""momentum_pct"": 82.11, ""amount_pct"": 35.34, ""margin_buy"": {""raw"": 130993513.0, ""pct"": null}}",
441,fear,stock,601138,2026-06-30,76.24,"{""volatility_pct"": 84.22, ""momentum_pct"": 31.74, ""amount_pct"": 91.28, ""margin_buy"": {""raw"": 1044379905.0, ""pct"": null}}",
442,greed,stock,601138,2026-06-30,61.51,"{""volatility_pct"": 84.22, ""momentum_pct"": 31.74, ""amount_pct"": 91.28, ""margin_buy"": {""raw"": 1044379905.0, ""pct"": null}}",
443,heat,stock,601138,2026-06-30,91.28,"{""volatility_pct"": 84.22, ""momentum_pct"": 31.74, ""amount_pct"": 91.28, ""margin_buy"": {""raw"": 1044379905.0, ""pct"": null}}",
444,fear,stock,601225,2026-06-30,73.1,"{""volatility_pct"": 58.49, ""momentum_pct"": 12.29, ""amount_pct"": 78.34, ""margin_buy"": {""raw"": 42583192.0, ""pct"": null}}",
445,greed,stock,601225,2026-06-30,45.31,"{""volatility_pct"": 58.49, ""momentum_pct"": 12.29, ""amount_pct"": 78.34, ""margin_buy"": {""raw"": 42583192.0, ""pct"": null}}",
446,heat,stock,601225,2026-06-30,78.34,"{""volatility_pct"": 58.49, ""momentum_pct"": 12.29, ""amount_pct"": 78.34, ""margin_buy"": {""raw"": 42583192.0, ""pct"": null}}",
447,fear,stock,601166,2026-06-30,79.08,"{""volatility_pct"": 61.82, ""momentum_pct"": 3.66, ""amount_pct"": 64.66, ""margin_buy"": {""raw"": 134133407.0, ""pct"": null}}",
448,greed,stock,601166,2026-06-30,34.16,"{""volatility_pct"": 61.82, ""momentum_pct"": 3.66, ""amount_pct"": 64.66, ""margin_buy"": {""raw"": 134133407.0, ""pct"": null}}",
449,heat,stock,601166,2026-06-30,64.66,"{""volatility_pct"": 61.82, ""momentum_pct"": 3.66, ""amount_pct"": 64.66, ""margin_buy"": {""raw"": 134133407.0, ""pct"": null}}",
450,fear,stock,601857,2026-06-30,71.0,"{""volatility_pct"": 52.58, ""momentum_pct"": 10.57, ""amount_pct"": 69.74, ""margin_buy"": {""raw"": 63739996.0, ""pct"": null}}",
451,greed,stock,601857,2026-06-30,40.16,"{""volatility_pct"": 52.58, ""momentum_pct"": 10.57, ""amount_pct"": 69.74, ""margin_buy"": {""raw"": 63739996.0, ""pct"": null}}",
452,heat,stock,601857,2026-06-30,69.74,"{""volatility_pct"": 52.58, ""momentum_pct"": 10.57, ""amount_pct"": 69.74, ""margin_buy"": {""raw"": 63739996.0, ""pct"": null}}",
453,fear,stock,601816,2026-06-30,75.09,"{""volatility_pct"": 67.9, ""momentum_pct"": 17.72, ""amount_pct"": 88.49, ""margin_buy"": {""raw"": 72256779.0, ""pct"": null}}",
454,greed,stock,601816,2026-06-30,53.1,"{""volatility_pct"": 67.9, ""momentum_pct"": 17.72, ""amount_pct"": 88.49, ""margin_buy"": {""raw"": 72256779.0, ""pct"": null}}",
455,heat,stock,601816,2026-06-30,88.49,"{""volatility_pct"": 67.9, ""momentum_pct"": 17.72, ""amount_pct"": 88.49, ""margin_buy"": {""raw"": 72256779.0, ""pct"": null}}",
456,fear,stock,603288,2026-06-30,69.56,"{""volatility_pct"": 73.73, ""momentum_pct"": 25.29, ""amount_pct"": 89.8, ""margin_buy"": {""raw"": 63491243.0, ""pct"": null}, ""pe_pct"": 15.3, ""pb_pct"": 54.9}",
457,greed,stock,603288,2026-06-30,46.32,"{""volatility_pct"": 73.73, ""momentum_pct"": 25.29, ""amount_pct"": 89.8, ""margin_buy"": {""raw"": 63491243.0, ""pct"": null}, ""pe_pct"": 15.3, ""pb_pct"": 54.9}",
458,heat,stock,603288,2026-06-30,89.8,"{""volatility_pct"": 73.73, ""momentum_pct"": 25.29, ""amount_pct"": 89.8, ""margin_buy"": {""raw"": 63491243.0, ""pct"": null}, ""pe_pct"": 15.3, ""pb_pct"": 54.9}",
459,fear,stock,603501,2026-06-30,49.29,"{""volatility_pct"": 91.47, ""momentum_pct"": 92.89, ""amount_pct"": 93.33, ""margin_buy"": {""raw"": 305448692.0, ""pct"": null}}",
460,greed,stock,603501,2026-06-30,93.11,"{""volatility_pct"": 91.47, ""momentum_pct"": 92.89, ""amount_pct"": 93.33, ""margin_buy"": {""raw"": 305448692.0, ""pct"": null}}",
461,heat,stock,603501,2026-06-30,93.33,"{""volatility_pct"": 91.47, ""momentum_pct"": 92.89, ""amount_pct"": 93.33, ""margin_buy"": {""raw"": 305448692.0, ""pct"": null}}",
462,fear,stock,601088,2026-06-30,73.22,"{""volatility_pct"": 61.17, ""momentum_pct"": 14.72, ""amount_pct"": 85.59, ""margin_buy"": {""raw"": 77749000.0, ""pct"": null}}",
463,greed,stock,601088,2026-06-30,50.16,"{""volatility_pct"": 61.17, ""momentum_pct"": 14.72, ""amount_pct"": 85.59, ""margin_buy"": {""raw"": 77749000.0, ""pct"": null}}",
464,heat,stock,601088,2026-06-30,85.59,"{""volatility_pct"": 61.17, ""momentum_pct"": 14.72, ""amount_pct"": 85.59, ""margin_buy"": {""raw"": 77749000.0, ""pct"": null}}",
465,fear,stock,688041,2026-06-30,34.7,"{""volatility_pct"": 64.59, ""momentum_pct"": 95.18, ""amount_pct"": 97.79, ""margin_buy"": {""raw"": 1509816338.0, ""pct"": null}}",
466,greed,stock,688041,2026-06-30,96.49,"{""volatility_pct"": 64.59, ""momentum_pct"": 95.18, ""amount_pct"": 97.79, ""margin_buy"": {""raw"": 1509816338.0, ""pct"": null}}",
467,heat,stock,688041,2026-06-30,97.79,"{""volatility_pct"": 64.59, ""momentum_pct"": 95.18, ""amount_pct"": 97.79, ""margin_buy"": {""raw"": 1509816338.0, ""pct"": null}}",
468,fear,stock,688111,2026-06-30,60.2,"{""volatility_pct"": 67.49, ""momentum_pct"": 47.08, ""amount_pct"": 75.72, ""margin_buy"": {""raw"": 259804678.0, ""pct"": null}}",
469,greed,stock,688111,2026-06-30,61.4,"{""volatility_pct"": 67.49, ""momentum_pct"": 47.08, ""amount_pct"": 75.72, ""margin_buy"": {""raw"": 259804678.0, ""pct"": null}}",
470,heat,stock,688111,2026-06-30,75.72,"{""volatility_pct"": 67.49, ""momentum_pct"": 47.08, ""amount_pct"": 75.72, ""margin_buy"": {""raw"": 259804678.0, ""pct"": null}}",
471,fear,stock,688981,2026-06-30,22.89,"{""volatility_pct"": 87.15, ""momentum_pct"": 95.91, ""amount_pct"": 97.49, ""margin_buy"": {""raw"": 2163351528.0, ""pct"": null}, ""pe_pct"": 99.84, ""pb_pct"": 99.84}",
472,greed,stock,688981,2026-06-30,98.27,"{""volatility_pct"": 87.15, ""momentum_pct"": 95.91, ""amount_pct"": 97.49, ""margin_buy"": {""raw"": 2163351528.0, ""pct"": null}, ""pe_pct"": 99.84, ""pb_pct"": 99.84}",
473,heat,stock,688981,2026-06-30,97.49,"{""volatility_pct"": 87.15, ""momentum_pct"": 95.91, ""amount_pct"": 97.49, ""margin_buy"": {""raw"": 2163351528.0, ""pct"": null}, ""pe_pct"": 99.84, ""pb_pct"": 99.84}",
474,fear,stock,002415,2026-06-30,46.89,"{""volatility_pct"": 90.38, ""momentum_pct"": 96.59, ""amount_pct"": 97.26}",
475,greed,stock,002415,2026-06-30,96.93,"{""volatility_pct"": 90.38, ""momentum_pct"": 96.59, ""amount_pct"": 97.26}",
476,heat,stock,002415,2026-06-30,97.26,"{""volatility_pct"": 90.38, ""momentum_pct"": 96.59, ""amount_pct"": 97.26}",
477,fear,stock,512710,2026-06-30,41.68,"{""volatility_pct"": 64.15, ""momentum_pct"": 80.8, ""amount_pct"": 80.22, ""margin_buy"": {""raw"": 21239205.0, ""pct"": null}}",
478,greed,stock,512710,2026-06-30,80.51,"{""volatility_pct"": 64.15, ""momentum_pct"": 80.8, ""amount_pct"": 80.22, ""margin_buy"": {""raw"": 21239205.0, ""pct"": null}}",
479,heat,stock,512710,2026-06-30,80.22,"{""volatility_pct"": 64.15, ""momentum_pct"": 80.8, ""amount_pct"": 80.22, ""margin_buy"": {""raw"": 21239205.0, ""pct"": null}}",
480,fear,stock,au9999,2026-06-30,91.85,"{""volatility_pct"": 91.97, ""momentum_pct"": 8.26, ""amount_pct"": 41.37}",
481,greed,stock,au9999,2026-06-30,24.81,"{""volatility_pct"": 91.97, ""momentum_pct"": 8.26, ""amount_pct"": 41.37}",
482,heat,stock,au9999,2026-06-30,41.37,"{""volatility_pct"": 91.97, ""momentum_pct"": 8.26, ""amount_pct"": 41.37}",
483,fear,stock,601127,2026-06-30,41.57,"{""volatility_pct"": 19.86, ""momentum_pct"": 36.72, ""amount_pct"": 28.46, ""margin_buy"": {""raw"": 184045256.0, ""pct"": null}}",
484,greed,stock,601127,2026-06-30,32.59,"{""volatility_pct"": 19.86, ""momentum_pct"": 36.72, ""amount_pct"": 28.46, ""margin_buy"": {""raw"": 184045256.0, ""pct"": null}}",
485,heat,stock,601127,2026-06-30,28.46,"{""volatility_pct"": 19.86, ""momentum_pct"": 36.72, ""amount_pct"": 28.46, ""margin_buy"": {""raw"": 184045256.0, ""pct"": null}}",
486,fear,stock,HK01810,2026-06-30,54.0,"{""volatility_pct"": 30.69, ""momentum_pct"": 22.69, ""amount_pct"": 60.19}",
487,greed,stock,HK01810,2026-06-30,41.44,"{""volatility_pct"": 30.69, ""momentum_pct"": 22.69, ""amount_pct"": 60.19}",
488,heat,stock,HK01810,2026-06-30,60.19,"{""volatility_pct"": 30.69, ""momentum_pct"": 22.69, ""amount_pct"": 60.19}",
489,fear,sector,沪深300,2026-06-30,56.64,"{""volatility_pct"": 89.72, ""momentum_pct"": 76.44, ""amount_pct"": 99.74}",
490,greed,sector,沪深300,2026-06-30,88.09,"{""volatility_pct"": 89.72, ""momentum_pct"": 76.44, ""amount_pct"": 99.74}",
491,heat,sector,沪深300,2026-06-30,99.74,"{""volatility_pct"": 89.72, ""momentum_pct"": 76.44, ""amount_pct"": 99.74}",
492,fear,sector,中证500,2026-06-30,47.46,"{""volatility_pct"": 88.05, ""momentum_pct"": 93.13, ""amount_pct"": 65.23}",
